# PathPlanner CSV Format:
# timeSeconds, xPositionMeters, yPositionMeters, headingDegrees, velocityMetersPerSecond, accelerationMetersPerSecondSq, curvatureRadPerMeter, holonomicRotationDegrees, angularVelocityDegreesPerSec, holonomicAngularVelocityDegreesPerSec
 0.0,1.9101367369401416,2.936510456354247,0.18870136687328476,0,3.0,0.5513670309437833,0.0,0.0,0.0
 0.08938383817021422,1.9221208777336392,2.9365499257871486,0.18870136687328476,0.26815151451064273,3.0000000000000004,0.5513670309437833,0.0,10.235098526571248,0.0
 0.12632531012762507,1.934073213046822,2.936668168637373,0.5668009720739536,0.3789759303828753,3.000000000000001,0.5539517606751588,0.0,13.392590389348946,0.0
 0.15461597394631318,1.9459936122787242,2.9368649367322,0.9456862444404179,0.46384792183893964,3.0,0.5565108197662362,0.0,15.949111660402234,0.0
 0.17842022102783786,1.9578819448283815,2.9371399818989086,1.325342839135459,0.5352606630835136,2.999999999999998,0.5590435638382049,0.0,18.173638951648357,0.0
 0.19935237521734905,1.9697380800948279,2.93749305596478,1.7057562518558689,0.5980571256520472,2.9999999999999987,0.5615493552449232,0.0,20.17909344787737,0.0
 0.21824101222130465,1.9815618874770986,2.9379239107570916,2.0869118230617234,0.654723036663914,3.0,0.5640275638213833,0.0,22.026125479576628,0.0
 0.23557873781224495,1.9933532363742283,2.938432298103125,2.468794742458241,0.7067362134367349,3.0000000000000018,0.5664775670859978,0.0,23.751827623277524,0.0
 0.25168677451058324,2.005111996185252,2.9390179698301595,2.851390053466601,0.7550603235317497,2.9999999999999947,0.5688987509044564,0.0,25.380831268541463,0.0
 0.2667884313628524,2.0168380363092044,2.939680677765474,3.2346826579094574,0.8003652940885572,3.0,0.571290510023018,0.0,26.93045864564679,0.0
 0.2810464381767963,2.02853122614512,2.9404201737363485,3.618657320781724,0.8431393145303889,3.000000000000004,0.5736522483318571,0.0,28.41341959290547,0.0
 0.29458375117368085,2.040191435092034,2.9412362095700626,4.003298675122697,0.8837512535210426,3.0,0.575983379564133,0.0,29.839349431265692,0.0
 0.3074959814748521,2.051818532548981,2.9421285370938963,4.388591227016322,0.9224879444245562,2.9999999999999956,0.5782833276043312,0.0,31.215744617469852,0.0
 0.3198592340066123,2.0634123879149957,2.943096908135129,4.7745193606890375,0.9595777020198368,2.9999999999999956,0.580551527097826,0.0,32.5485617026862,0.0
 0.3317352728487204,2.074972870589113,2.944141074521041,5.16106734372489,0.9952058185461611,3.0,0.5827874237108134,0.0,33.84261684336933,0.0
 0.343175049814372,2.0864998499703673,2.9452607880789103,5.54821933234704,1.029525149443116,2.999999999999995,0.5849904748294431,0.0,35.101861500278936,0.0
 0.35422118890613,2.0979931954577946,2.946455800636018,5.935959376858746,1.06266356671839,3.0,0.58716014975469,0.0,36.32957819931772,0.0
 0.3649097812177853,2.1094527764504285,2.9477258640196435,6.324271427085652,1.0947293436533556,2.9999999999999947,0.5892959302908536,0.0,37.528522991099784,0.0
 0.3752717107560318,2.1208784623473043,2.9490707300570667,6.7131393379938915,1.1258151322680952,3.0000000000000053,0.5913973110556543,0.0,38.70103131298396,0.0
